age,job,marital,education,default,housing,contact,month,duration
40,self-employed,married,university.degree,no,no,cellular,aug,144
28,technician,single,professional.course,no,no,cellular,may,116
57,blue-collar,married,basic.4y,no,no,cellular,may,674
37,admin.,married,university.degree,no,no,telephone,jul,1009
58,housemaid,married,basic.4y,no,no,cellular,aug,84
34,technician,married,professional.course,no,no,cellular,aug,126
28,technician,single,university.degree,no,yes,telephone,may,129
57,self-employed,married,university.degree,no,no,cellular,jul,313
37,services,divorced,high.school,unknown,yes,cellular,apr,92
37,technician,married,professional.course,unknown,yes,telephone,may,200
35,admin.,married,high.school,no,no,telephone,may,91
42,services,married,high.school,unknown,no,telephone,jun,214
30,student,single,high.school,no,no,cellular,mar,268
25,technician,single,professional.course,no,yes,cellular,nov,712
36,admin.,married,university.degree,no,no,telephone,may,184
49,blue-collar,married,basic.9y,unknown,no,telephone,may,283
52,admin.,married,high.school,no,no,cellular,nov,165
31,self-employed,divorced,university.degree,no,unknown,cellular,jul,262
26,unemployed,single,university.degree,no,yes,cellular,aug,203
56,admin.,married,high.school,no,no,telephone,may,242
37,entrepreneur,married,university.degree,no,yes,telephone,nov,45
32,admin.,single,university.degree,no,no,cellular,aug,80
36,blue-collar,married,basic.9y,no,yes,cellular,may,181
36,admin.,married,high.school,no,yes,cellular,aug,171
26,blue-collar,married,basic.9y,no,no,telephone,jun,230
48,blue-collar,married,basic.9y,no,no,cellular,may,214
57,blue-collar,married,basic.4y,unknown,yes,telephone,may,144
45,blue-collar,married,basic.9y,no,yes,cellular,mar,829
46,technician,married,university.degree,no,yes,telephone,may,170
38,blue-collar,married,basic.6y,no,yes,telephone,jun,362
24,self-employed,single,university.degree,no,yes,telephone,jun,40
38,technician,single,professional.course,no,yes,cellular,jul,249
60,retired,married,university.degree,unknown,yes,telephone,may,245
44,services,divorced,basic.6y,no,yes,cellular,aug,153
32,blue-collar,married,basic.9y,unknown,no,telephone,jul,89
38,blue-collar,married,high.school,no,no,cellular,jul,102
45,admin.,married,high.school,no,no,telephone,may,215
44,blue-collar,single,basic.4y,no,yes,telephone,jun,159
44,blue-collar,married,basic.6y,no,yes,cellular,may,102
31,admin.,single,university.degree,no,no,telephone,may,239
32,blue-collar,married,basic.6y,no,no,telephone,jun,147
45,admin.,married,university.degree,no,no,telephone,may,134
40,technician,married,high.school,no,yes,cellular,may,394
45,blue-collar,married,professional.course,no,no,cellular,aug,398
44,technician,married,professional.course,no,no,telephone,jun,171
43,admin.,single,high.school,no,no,cellular,nov,1011
25,student,single,high.school,no,no,telephone,may,97
47,admin.,married,university.degree,unknown,no,telephone,may,202
39,admin.,married,high.school,no,yes,telephone,jul,128
32,technician,married,university.degree,no,yes,telephone,may,186
41,technician,married,basic.9y,no,no,telephone,may,180
58,retired,married,basic.4y,no,yes,cellular,jul,216
42,services,married,professional.course,no,yes,telephone,may,149
50,unknown,married,basic.4y,unknown,yes,cellular,jul,511
42,management,married,university.degree,no,yes,telephone,may,123
53,blue-collar,married,basic.4y,unknown,yes,telephone,aug,1186
54,housemaid,divorced,university.degree,no,yes,cellular,nov,653
31,admin.,married,high.school,no,no,cellular,aug,155
50,housemaid,married,basic.9y,unknown,yes,telephone,may,125
48,self-employed,divorced,high.school,no,yes,cellular,nov,82
30,technician,single,university.degree,no,no,cellular,aug,132
43,technician,married,professional.course,no,no,telephone,jun,119
36,blue-collar,married,basic.9y,no,no,cellular,nov,131
37,services,married,high.school,no,no,cellular,jul,264
55,admin.,married,university.degree,no,yes,telephone,mar,220
47,management,married,basic.9y,no,no,telephone,nov,53
54,technician,married,professional.course,unknown,yes,cellular,apr,130
26,management,single,university.degree,no,no,cellular,sep,351
27,admin.,single,professional.course,no,yes,cellular,jul,483
32,admin.,single,university.degree,no,yes,cellular,aug,340
43,housemaid,married,basic.4y,no,yes,cellular,jul,402
26,management,single,university.degree,no,no,cellular,mar,139
32,services,married,high.school,no,yes,telephone,may,383
32,blue-collar,married,basic.6y,no,yes,telephone,may,165
28,blue-collar,married,basic.9y,unknown,no,telephone,jun,17
33,self-employed,single,university.degree,no,unknown,telephone,jun,169
33,technician,single,professional.course,no,yes,cellular,may,519
42,technician,married,professional.course,no,yes,cellular,aug,246
53,services,married,basic.9y,unknown,yes,cellular,aug,136
70,retired,married,basic.4y,unknown,yes,cellular,aug,320
47,management,married,university.degree,no,yes,cellular,aug,20
43,blue-collar,married,high.school,no,yes,cellular,nov,107
51,blue-collar,married,basic.4y,unknown,yes,telephone,jul,139
34,housemaid,married,university.degree,no,yes,cellular,may,58
57,retired,unknown,basic.4y,no,yes,telephone,may,171
30,admin.,single,professional.course,no,unknown,cellular,jun,246
41,technician,single,university.degree,no,yes,cellular,jul,184
36,blue-collar,married,unknown,unknown,yes,telephone,may,161
37,admin.,married,university.degree,unknown,yes,cellular,aug,86
28,student,single,university.degree,unknown,yes,telephone,may,208
31,management,single,university.degree,no,yes,cellular,nov,424
58,retired,married,basic.4y,unknown,no,cellular,jul,307
54,admin.,married,high.school,unknown,yes,telephone,jun,490
48,unemployed,married,professional.course,no,no,telephone,may,360
50,blue-collar,single,basic.9y,unknown,yes,telephone,may,184
38,technician,single,university.degree,no,yes,telephone,may,446
25,student,single,unknown,no,no,cellular,jun,301
37,admin.,married,high.school,no,no,cellular,may,123
31,technician,single,university.degree,no,no,cellular,aug,60
28,admin.,single,university.degree,no,no,cellular,jun,114
46,technician,married,professional.course,no,yes,cellular,nov,78
31,blue-collar,married,basic.6y,no,yes,telephone,jun,105
31,management,married,high.school,no,yes,telephone,jun,343
30,admin.,single,university.degree,no,yes,cellular,jul,39
35,admin.,single,university.degree,no,yes,cellular,nov,633
30,technician,married,university.degree,no,yes,telephone,may,683
36,blue-collar,married,basic.9y,no,unknown,telephone,jun,30
34,admin.,married,university.degree,unknown,no,telephone,may,134
32,technician,married,professional.course,no,no,cellular,jul,183
43,management,married,university.degree,no,no,cellular,nov,382
57,blue-collar,married,basic.4y,no,no,telephone,jun,19
41,unemployed,divorced,professional.course,no,unknown,cellular,aug,271
34,blue-collar,married,basic.4y,unknown,no,telephone,jun,276
32,technician,married,professional.course,no,no,cellular,apr,688
33,admin.,single,professional.course,no,yes,cellular,may,1340
46,management,single,university.degree,no,yes,cellular,jul,93
80,retired,married,basic.4y,no,no,cellular,mar,213
45,blue-collar,married,basic.4y,unknown,yes,telephone,may,243
41,blue-collar,married,basic.6y,no,yes,telephone,nov,137
49,admin.,married,high.school,unknown,yes,cellular,aug,82
50,management,married,high.school,unknown,no,telephone,may,223
34,entrepreneur,married,basic.4y,no,yes,telephone,may,233
47,management,married,university.degree,no,yes,cellular,aug,145
47,services,married,high.school,no,no,cellular,aug,130
55,blue-collar,married,basic.6y,unknown,no,cellular,jul,232
46,blue-collar,married,basic.6y,unknown,yes,telephone,may,196
24,student,single,high.school,no,yes,cellular,apr,88
32,blue-collar,single,basic.4y,no,yes,cellular,jul,145
31,blue-collar,married,high.school,no,no,cellular,jul,248
31,blue-collar,married,basic.9y,no,yes,telephone,may,248
29,entrepreneur,married,high.school,no,yes,cellular,jul,668
48,blue-collar,married,basic.4y,no,no,cellular,may,420
33,admin.,married,high.school,no,yes,cellular,nov,125
43,technician,married,university.degree,no,no,cellular,nov,24
29,services,single,high.school,no,no,telephone,may,207
47,blue-collar,married,basic.4y,no,yes,cellular,jul,82
47,management,married,university.degree,no,yes,cellular,aug,133
33,admin.,married,basic.9y,no,no,telephone,may,511
56,entrepreneur,married,university.degree,no,yes,cellular,apr,472
33,technician,married,university.degree,unknown,yes,cellular,aug,153
30,blue-collar,single,basic.4y,unknown,yes,telephone,may,331
36,management,married,university.degree,no,no,telephone,jun,22
50,blue-collar,married,basic.9y,unknown,yes,cellular,aug,36
45,technician,married,high.school,no,yes,cellular,jul,88
38,admin.,single,high.school,no,yes,cellular,apr,882
31,unemployed,single,high.school,no,no,cellular,may,339
30,technician,married,professional.course,no,yes,cellular,jul,292
39,services,married,high.school,no,yes,cellular,jul,543
37,blue-collar,married,basic.9y,no,no,telephone,jun,203
45,management,married,unknown,no,yes,cellular,apr,379
36,blue-collar,single,basic.9y,unknown,no,telephone,may,201
22,blue-collar,married,professional.course,no,yes,cellular,jul,161
33,entrepreneur,married,university.degree,no,yes,telephone,may,130
37,technician,single,high.school,no,yes,telephone,apr,201
38,management,married,university.degree,no,yes,cellular,jul,68
53,admin.,married,high.school,no,yes,telephone,may,520
31,technician,married,university.degree,no,yes,cellular,aug,515
44,management,married,university.degree,no,no,cellular,aug,175
31,services,married,high.school,no,no,telephone,may,636
43,admin.,married,university.degree,unknown,yes,cellular,aug,1332
30,blue-collar,single,basic.9y,unknown,no,telephone,jun,10
47,housemaid,single,basic.4y,no,no,telephone,jun,241
28,blue-collar,married,basic.4y,no,yes,cellular,jul,1820
33,unemployed,married,high.school,no,yes,cellular,may,74
42,admin.,married,university.degree,no,yes,cellular,aug,1311
45,services,married,high.school,unknown,no,telephone,jun,559
32,services,married,high.school,no,no,cellular,may,161
41,management,married,high.school,no,no,telephone,may,129
50,blue-collar,married,basic.9y,no,yes,cellular,apr,1365
42,blue-collar,married,basic.4y,unknown,no,telephone,may,332
45,blue-collar,single,basic.4y,unknown,yes,cellular,jul,21
52,entrepreneur,married,basic.9y,no,yes,telephone,may,390
49,blue-collar,married,basic.6y,no,yes,telephone,may,1980
39,management,married,unknown,no,no,cellular,nov,352
20,blue-collar,single,high.school,no,yes,cellular,may,410
36,entrepreneur,married,university.degree,no,no,telephone,may,180
44,services,divorced,high.school,no,yes,cellular,apr,895
34,technician,divorced,professional.course,no,yes,cellular,may,1190
67,self-employed,married,university.degree,no,yes,cellular,nov,68
42,admin.,married,university.degree,no,yes,cellular,aug,71
41,self-employed,single,university.degree,no,yes,telephone,may,318
37,technician,single,university.degree,no,yes,cellular,may,322
35,unknown,single,basic.4y,unknown,no,telephone,may,121
34,entrepreneur,married,university.degree,no,yes,cellular,nov,69
48,management,married,university.degree,no,no,cellular,aug,115
46,admin.,single,high.school,no,no,cellular,jul,251
57,admin.,divorced,high.school,no,no,telephone,may,162
54,housemaid,married,basic.4y,no,yes,cellular,aug,133
34,admin.,married,basic.9y,no,yes,telephone,jun,252
29,technician,single,high.school,no,no,cellular,nov,155
38,blue-collar,married,basic.9y,no,yes,cellular,apr,218
27,student,single,high.school,no,yes,cellular,may,101
42,blue-collar,married,basic.6y,unknown,yes,cellular,may,458
35,technician,divorced,professional.course,no,yes,telephone,jun,312
40,entrepreneur,married,professional.course,unknown,yes,cellular,apr,176
44,admin.,single,university.degree,no,yes,telephone,may,158
33,admin.,single,university.degree,no,no,cellular,aug,316
54,blue-collar,married,basic.9y,no,yes,cellular,nov,101
32,technician,married,high.school,no,yes,cellular,aug,160
47,admin.,single,university.degree,no,yes,cellular,aug,156
40,admin.,single,high.school,no,yes,telephone,may,222
30,admin.,married,university.degree,no,yes,cellular,may,742
28,technician,single,professional.course,no,yes,cellular,jul,167
40,entrepreneur,married,basic.4y,no,yes,cellular,nov,322
39,blue-collar,married,basic.4y,no,yes,cellular,apr,156
27,technician,single,high.school,no,yes,cellular,jul,784
51,housemaid,married,basic.4y,unknown,no,cellular,aug,253
39,admin.,divorced,professional.course,no,yes,telephone,jun,106
46,admin.,married,university.degree,no,yes,cellular,aug,164
49,unemployed,married,high.school,unknown,no,cellular,nov,671
47,admin.,married,university.degree,no,yes,cellular,nov,59
32,admin.,divorced,university.degree,no,no,telephone,may,315
35,entrepreneur,married,high.school,no,yes,cellular,nov,131
27,admin.,single,high.school,no,yes,cellular,may,177
42,blue-collar,married,basic.9y,no,no,cellular,apr,55
35,technician,married,university.degree,unknown,no,cellular,aug,246
37,technician,single,university.degree,no,no,telephone,jun,182
48,blue-collar,married,basic.4y,no,no,cellular,may,170
29,unemployed,single,university.degree,no,no,telephone,may,297
50,management,married,university.degree,no,yes,cellular,apr,206
30,blue-collar,single,university.degree,no,no,telephone,may,245
58,self-employed,divorced,university.degree,no,yes,cellular,jul,548
52,blue-collar,married,basic.9y,no,no,cellular,aug,112
32,entrepreneur,married,university.degree,no,yes,telephone,nov,249
55,retired,married,basic.6y,unknown,yes,cellular,jul,632
49,technician,married,professional.course,unknown,yes,telephone,jul,219
35,admin.,single,university.degree,no,no,cellular,jul,14
41,blue-collar,divorced,basic.6y,no,yes,telephone,may,160
44,blue-collar,married,basic.6y,no,no,cellular,may,244
35,technician,married,professional.course,no,no,cellular,nov,427
44,admin.,married,university.degree,no,no,cellular,aug,102
27,technician,single,basic.9y,no,yes,cellular,apr,131
35,self-employed,married,university.degree,no,yes,cellular,jun,269
33,admin.,single,university.degree,no,yes,cellular,nov,101
35,admin.,married,high.school,no,yes,cellular,may,121
32,management,single,university.degree,no,no,cellular,jul,221
39,entrepreneur,single,university.degree,no,yes,telephone,may,43
53,blue-collar,married,high.school,unknown,yes,cellular,apr,62
26,admin.,single,high.school,no,no,cellular,jul,134
25,self-employed,single,university.degree,no,no,telephone,jun,178
39,blue-collar,married,basic.9y,no,no,telephone,may,302
33,admin.,married,university.degree,unknown,yes,cellular,aug,259
63,management,married,basic.4y,unknown,yes,cellular,nov,131
59,retired,married,basic.4y,no,no,telephone,jul,22
52,self-employed,single,professional.course,no,no,cellular,nov,139
25,blue-collar,single,basic.9y,no,yes,cellular,jul,322
29,blue-collar,married,basic.9y,no,no,cellular,may,54
48,entrepreneur,married,basic.9y,unknown,no,cellular,may,487
35,admin.,married,university.degree,no,yes,cellular,may,376
39,technician,married,professional.course,no,yes,cellular,jul,202
31,admin.,single,university.degree,no,no,telephone,may,162
28,blue-collar,single,professional.course,no,yes,cellular,may,113
40,self-employed,married,high.school,no,no,cellular,jul,521
39,admin.,married,university.degree,no,no,telephone,jun,69
41,blue-collar,married,basic.4y,no,yes,telephone,jul,281
39,housemaid,married,professional.course,no,yes,cellular,aug,80
30,self-employed,married,professional.course,no,yes,cellular,may,98
40,management,married,basic.9y,no,yes,telephone,jun,162
32,technician,married,professional.course,no,yes,cellular,jul,330
37,admin.,divorced,university.degree,no,yes,cellular,aug,211
52,admin.,married,university.degree,no,no,cellular,may,195
28,student,single,basic.9y,no,yes,cellular,mar,156
43,blue-collar,married,high.school,no,yes,telephone,may,294
31,admin.,single,university.degree,unknown,yes,cellular,aug,112
45,housemaid,divorced,university.degree,no,no,telephone,may,834
47,blue-collar,divorced,basic.4y,no,yes,cellular,aug,149
58,admin.,divorced,university.degree,no,yes,telephone,may,244
33,technician,single,high.school,no,yes,cellular,jul,270
28,blue-collar,single,university.degree,unknown,no,cellular,may,169
47,admin.,married,university.degree,unknown,no,telephone,jun,252
38,blue-collar,single,high.school,no,no,telephone,mar,450
60,management,married,university.degree,no,yes,telephone,jun,89
28,admin.,single,university.degree,no,yes,telephone,may,1128
33,self-employed,single,university.degree,no,yes,cellular,mar,265
41,entrepreneur,divorced,basic.9y,no,yes,cellular,jul,219
33,student,single,unknown,no,yes,cellular,aug,203
41,management,married,high.school,unknown,yes,cellular,may,527
30,student,single,unknown,no,yes,cellular,apr,176
54,self-employed,divorced,high.school,unknown,no,telephone,jul,178
46,technician,single,professional.course,no,no,cellular,aug,128
32,blue-collar,married,high.school,no,no,cellular,jul,259
42,technician,single,university.degree,no,yes,cellular,may,33
29,admin.,single,university.degree,no,no,cellular,oct,87
41,blue-collar,married,unknown,unknown,no,cellular,jul,516
24,blue-collar,single,basic.6y,no,no,telephone,jul,115
44,technician,divorced,unknown,no,no,telephone,jul,222
58,retired,married,basic.4y,no,yes,cellular,jun,79
31,admin.,married,high.school,no,no,telephone,may,349
34,services,single,basic.9y,no,no,cellular,may,308
44,admin.,married,high.school,no,yes,cellular,jul,97
59,blue-collar,married,basic.4y,no,no,cellular,may,190
34,technician,single,university.degree,no,no,telephone,aug,214
48,management,married,university.degree,no,yes,cellular,nov,112
47,admin.,single,university.degree,no,no,cellular,nov,193
54,housemaid,married,basic.4y,unknown,no,cellular,jul,164
44,blue-collar,married,high.school,unknown,yes,cellular,apr,253
31,management,single,university.degree,unknown,yes,telephone,jun,15
34,blue-collar,married,professional.course,no,yes,telephone,may,210
29,technician,single,basic.9y,no,unknown,telephone,apr,116
38,technician,single,university.degree,no,yes,telephone,may,245
56,admin.,married,unknown,no,yes,telephone,jun,87
26,technician,single,professional.course,no,yes,cellular,apr,362
31,technician,divorced,high.school,no,no,cellular,aug,129
31,admin.,single,university.degree,no,yes,telephone,jun,116
57,blue-collar,married,basic.4y,no,no,cellular,aug,134
36,blue-collar,married,basic.9y,no,no,cellular,jul,118
43,unemployed,married,university.degree,unknown,unknown,telephone,may,87
46,self-employed,married,basic.9y,unknown,yes,telephone,may,140
24,student,single,unknown,no,yes,cellular,sep,222
37,blue-collar,single,professional.course,no,no,cellular,may,54
33,technician,married,professional.course,no,yes,telephone,aug,58
41,technician,single,high.school,no,yes,cellular,aug,88
53,housemaid,married,basic.4y,unknown,no,telephone,may,245
51,admin.,divorced,high.school,no,yes,cellular,aug,133
36,housemaid,divorced,university.degree,no,no,telephone,may,767
47,admin.,married,university.degree,no,yes,cellular,aug,38
44,technician,divorced,professional.course,no,yes,cellular,may,245
45,services,married,professional.course,no,yes,cellular,jul,307
38,blue-collar,married,high.school,no,no,telephone,apr,340
36,technician,single,professional.course,unknown,no,telephone,may,180
30,blue-collar,single,professional.course,no,yes,cellular,nov,111
55,management,married,university.degree,no,no,cellular,aug,122
45,blue-collar,married,basic.9y,no,yes,cellular,jul,73
58,retired,divorced,university.degree,no,yes,cellular,apr,129
33,management,single,university.degree,no,no,telephone,may,71
36,admin.,single,university.degree,no,yes,cellular,aug,770
33,self-employed,single,high.school,no,yes,cellular,may,113
44,services,divorced,high.school,no,yes,cellular,nov,164
30,services,single,high.school,no,yes,cellular,aug,148
25,student,single,high.school,no,no,cellular,jun,485
56,unknown,married,basic.4y,no,yes,cellular,aug,106
31,management,married,university.degree,no,no,cellular,may,238
32,services,married,high.school,no,yes,cellular,apr,6
31,blue-collar,single,basic.4y,no,no,cellular,nov,125
36,technician,single,professional.course,no,yes,telephone,may,238
41,housemaid,married,high.school,no,yes,telephone,nov,1074
55,blue-collar,married,basic.9y,unknown,yes,cellular,aug,304
57,management,divorced,university.degree,no,no,telephone,may,111
34,services,married,high.school,no,yes,cellular,may,320
30,management,married,high.school,no,yes,cellular,aug,19
40,technician,married,university.degree,no,no,cellular,aug,342
41,unemployed,married,basic.9y,unknown,yes,telephone,apr,246
53,blue-collar,single,basic.9y,no,unknown,cellular,mar,362
35,blue-collar,married,basic.9y,no,no,cellular,jul,1259
59,entrepreneur,married,university.degree,no,no,telephone,jun,9
41,self-employed,married,basic.9y,no,yes,telephone,jun,178
35,technician,married,professional.course,no,yes,cellular,jul,77
41,admin.,divorced,high.school,no,no,telephone,may,177
32,admin.,single,university.degree,no,yes,cellular,jul,250
46,services,divorced,basic.9y,no,unknown,cellular,may,222
60,self-employed,married,basic.9y,no,no,cellular,aug,17
34,admin.,married,university.degree,no,no,cellular,oct,281
48,admin.,married,high.school,no,no,telephone,may,82
50,management,married,university.degree,no,yes,cellular,jul,161
43,admin.,married,high.school,no,no,telephone,jun,1422
46,services,divorced,basic.9y,no,no,cellular,may,96
50,entrepreneur,married,university.degree,no,no,cellular,nov,408
30,technician,single,university.degree,no,yes,cellular,aug,215
44,blue-collar,married,basic.9y,no,yes,cellular,jul,121
37,management,married,unknown,no,no,cellular,dec,149
23,services,single,high.school,no,unknown,cellular,jul,1300
32,admin.,married,university.degree,no,yes,cellular,jun,712
36,technician,married,professional.course,no,yes,telephone,may,247
40,services,married,basic.6y,unknown,no,telephone,jun,49
53,admin.,divorced,university.degree,no,yes,telephone,may,172
53,housemaid,married,basic.6y,unknown,unknown,cellular,apr,372
34,blue-collar,married,basic.4y,no,yes,cellular,may,338
34,technician,divorced,professional.course,no,no,telephone,may,91
41,self-employed,married,basic.9y,no,yes,cellular,may,1135
48,blue-collar,married,basic.4y,no,no,cellular,aug,134
47,blue-collar,married,basic.4y,unknown,no,telephone,jun,624
39,services,married,high.school,no,no,telephone,may,359
50,technician,married,basic.9y,no,yes,telephone,nov,55
38,technician,single,basic.6y,no,yes,cellular,nov,164
37,admin.,single,university.degree,no,yes,telephone,jun,540
29,services,single,basic.9y,unknown,yes,cellular,apr,105
24,entrepreneur,single,high.school,no,yes,telephone,jun,113
46,management,married,university.degree,no,no,telephone,may,103
35,admin.,single,university.degree,no,no,telephone,jun,159
32,admin.,single,university.degree,no,unknown,cellular,aug,107
33,admin.,single,university.degree,no,yes,cellular,aug,226
58,retired,married,professional.course,unknown,no,cellular,nov,158
36,blue-collar,married,basic.4y,unknown,yes,telephone,may,166
41,technician,married,university.degree,no,yes,telephone,may,67
33,technician,single,professional.course,no,yes,cellular,aug,290
29,admin.,married,university.degree,no,no,cellular,aug,14
51,technician,single,university.degree,no,no,cellular,jun,657
52,management,married,university.degree,no,no,cellular,aug,600
44,blue-collar,married,basic.9y,no,no,cellular,jul,41
42,admin.,married,high.school,no,no,cellular,jul,219
43,admin.,married,university.degree,unknown,no,cellular,aug,101
32,services,married,high.school,unknown,no,cellular,jul,44
32,blue-collar,married,basic.4y,no,no,telephone,may,41
38,services,married,basic.4y,no,no,telephone,jun,90
32,technician,married,university.degree,no,yes,cellular,aug,402
31,technician,married,professional.course,no,no,cellular,apr,551
37,blue-collar,married,basic.9y,no,yes,cellular,jul,184
43,blue-collar,married,basic.9y,no,yes,cellular,nov,340
30,technician,married,university.degree,no,no,telephone,may,165
34,blue-collar,married,basic.9y,no,yes,cellular,may,264
36,management,married,unknown,no,no,cellular,jun,98
29,admin.,single,university.degree,no,yes,cellular,jul,333
52,admin.,divorced,university.degree,no,yes,cellular,nov,183
54,retired,divorced,basic.4y,no,no,telephone,jun,157
31,services,married,professional.course,no,no,cellular,nov,627
37,blue-collar,married,basic.6y,unknown,yes,cellular,jul,345
40,technician,single,university.degree,no,no,cellular,nov,141
43,technician,married,professional.course,unknown,no,cellular,may,681
35,technician,divorced,professional.course,no,no,cellular,jun,66
37,admin.,single,high.school,no,yes,cellular,jul,291
35,services,married,basic.6y,no,no,telephone,may,70
53,admin.,married,professional.course,no,yes,cellular,nov,140
55,blue-collar,married,basic.4y,unknown,no,telephone,jun,345
40,unemployed,married,professional.course,no,no,telephone,sep,91
28,blue-collar,single,high.school,no,yes,telephone,apr,240
39,blue-collar,single,basic.4y,no,no,telephone,jun,396
41,blue-collar,married,basic.9y,no,no,cellular,may,491
46,blue-collar,married,basic.6y,unknown,yes,cellular,aug,398
52,self-employed,married,university.degree,unknown,no,telephone,may,175
44,admin.,single,high.school,no,no,telephone,jul,12
31,unemployed,married,high.school,yes,no,cellular,nov,111
31,blue-collar,married,basic.9y,no,no,cellular,jul,129
31,admin.,married,university.degree,no,no,cellular,aug,196
35,services,married,high.school,no,yes,cellular,jul,377
58,blue-collar,married,basic.4y,no,yes,telephone,may,184
38,technician,married,professional.course,no,yes,cellular,mar,363
51,admin.,married,basic.4y,unknown,no,cellular,may,516
36,technician,married,professional.course,no,no,telephone,jun,151
47,blue-collar,married,high.school,unknown,yes,telephone,jun,224
49,admin.,single,high.school,no,no,cellular,aug,103
39,housemaid,married,basic.4y,no,yes,cellular,aug,215
33,admin.,single,university.degree,unknown,yes,cellular,aug,183
66,retired,married,professional.course,no,no,cellular,mar,525
36,technician,married,professional.course,no,yes,cellular,aug,45
46,blue-collar,divorced,basic.9y,no,no,cellular,apr,332
44,services,married,professional.course,unknown,yes,cellular,may,428
50,technician,married,professional.course,unknown,yes,telephone,jun,705
32,services,married,professional.course,no,yes,telephone,may,379
52,housemaid,married,basic.6y,no,yes,cellular,aug,268
26,blue-collar,single,high.school,no,no,telephone,may,213
30,admin.,single,university.degree,no,no,cellular,aug,180
34,technician,divorced,professional.course,no,yes,telephone,may,296
30,management,married,university.degree,no,yes,cellular,nov,196
56,retired,married,basic.4y,no,no,cellular,nov,163
33,blue-collar,married,basic.9y,no,yes,telephone,may,76
31,blue-collar,divorced,basic.6y,no,yes,telephone,may,597
47,admin.,single,unknown,unknown,yes,telephone,may,247
46,services,married,professional.course,no,no,telephone,jun,75
54,technician,married,basic.4y,no,no,telephone,may,120
30,technician,single,university.degree,no,no,cellular,nov,78
40,self-employed,married,unknown,unknown,no,cellular,jul,143
45,services,married,high.school,no,yes,telephone,jul,68
45,unemployed,married,basic.4y,no,yes,telephone,jun,264
55,retired,married,high.school,no,yes,cellular,jun,136
30,admin.,married,university.degree,unknown,no,cellular,aug,313
82,housemaid,divorced,basic.4y,no,no,cellular,jul,316
55,unknown,married,basic.4y,no,yes,cellular,jul,1298
39,entrepreneur,married,basic.9y,no,no,telephone,may,157
46,technician,married,basic.9y,no,yes,telephone,may,1135
33,blue-collar,single,basic.4y,no,no,cellular,nov,60
39,admin.,single,unknown,no,no,cellular,nov,188
37,blue-collar,married,basic.4y,unknown,yes,cellular,jul,97
28,technician,single,professional.course,no,yes,cellular,aug,78
41,technician,divorced,university.degree,no,yes,cellular,aug,116
39,admin.,married,university.degree,no,no,telephone,may,160
27,blue-collar,married,basic.4y,no,yes,telephone,may,51
39,housemaid,married,basic.9y,no,yes,cellular,nov,272
46,technician,married,professional.course,no,yes,cellular,nov,61
38,technician,married,professional.course,no,no,cellular,mar,119
54,technician,single,high.school,no,yes,cellular,nov,32
25,admin.,single,basic.9y,no,no,cellular,jul,18
37,admin.,married,university.degree,no,no,cellular,dec,206
28,self-employed,single,basic.9y,no,no,telephone,may,125
53,blue-collar,married,basic.4y,unknown,yes,cellular,aug,446
58,blue-collar,married,basic.4y,unknown,yes,cellular,may,451
31,admin.,single,high.school,no,no,telephone,may,132
42,services,married,high.school,no,yes,telephone,jun,174
37,blue-collar,married,professional.course,no,yes,cellular,jul,340
37,self-employed,divorced,university.degree,no,no,cellular,may,143
24,blue-collar,single,basic.9y,no,yes,cellular,may,61
33,technician,married,professional.course,no,yes,telephone,jul,9
59,technician,married,professional.course,no,yes,telephone,may,1438
60,retired,married,basic.4y,no,no,cellular,oct,82
31,admin.,married,university.degree,no,no,cellular,aug,209
38,technician,married,professional.course,no,no,telephone,may,101
35,unknown,single,high.school,unknown,yes,cellular,jul,277
26,admin.,single,university.degree,no,no,telephone,aug,1087
52,retired,married,university.degree,no,no,cellular,nov,147
35,blue-collar,married,basic.9y,no,no,telephone,jun,782
42,admin.,divorced,university.degree,no,no,telephone,may,232
46,unemployed,divorced,basic.9y,no,yes,telephone,jun,231
40,technician,married,professional.course,no,no,telephone,jun,92
58,admin.,married,university.degree,no,no,cellular,aug,129
52,blue-collar,married,basic.4y,no,yes,cellular,jul,156
30,admin.,divorced,university.degree,no,no,cellular,nov,198
44,blue-collar,married,basic.9y,no,no,cellular,aug,135
53,services,married,high.school,unknown,yes,telephone,may,107
30,management,single,university.degree,no,no,telephone,jun,27
43,blue-collar,married,basic.6y,no,no,cellular,jul,272
39,services,single,high.school,no,yes,cellular,aug,308
43,management,married,basic.9y,no,yes,cellular,aug,180
57,blue-collar,divorced,basic.4y,unknown,yes,telephone,may,47
37,admin.,single,university.degree,no,no,cellular,oct,416
32,technician,married,university.degree,no,no,cellular,aug,137
40,admin.,single,professional.course,no,yes,cellular,may,43
41,blue-collar,single,unknown,unknown,no,telephone,jun,780
46,technician,divorced,university.degree,no,no,telephone,jun,1288
33,services,single,high.school,no,yes,cellular,may,367
49,management,divorced,university.degree,no,no,telephone,may,170
52,management,married,high.school,no,no,cellular,aug,408
31,admin.,single,university.degree,no,yes,cellular,may,244
32,blue-collar,married,basic.9y,no,yes,telephone,jun,261
37,admin.,single,university.degree,no,no,cellular,aug,125
45,housemaid,married,basic.4y,no,no,cellular,aug,76
39,blue-collar,divorced,basic.6y,unknown,yes,telephone,may,32
28,blue-collar,single,basic.9y,no,no,telephone,may,489
